common_name,scientific_name,region,file_type,habitat_distribution,entry_number,subcategory
Kittlitz's Murrelet,Brachyramphus brevirostris,North America,Geographic,Alaska glacial waters,652,"AUKS, MURRES & PUFFINS (25+ Species)"
Xantus's Murrelet,Synthliboramphus hypoleucus,North America,Geographic,California coast,653,"AUKS, MURRES & PUFFINS (25+ Species)"
Craveri's Murrelet,Synthliboramphus craveri,North America,Geographic,California/Mexico,654,"AUKS, MURRES & PUFFINS (25+ Species)"
Ancient Murrelet,Synthliboramphus antiquus,North America,Geographic,North Pacific,655,"AUKS, MURRES & PUFFINS (25+ Species)"
Japanese Murrelet,Synthliboramphus wumizusume,North America,Geographic,Pacific vagrant,656,"AUKS, MURRES & PUFFINS (25+ Species)"
Cassin's Auklet,Ptychoramphus aleuticus,North America,Geographic,Pacific coast,657,"AUKS, MURRES & PUFFINS (25+ Species)"
Parakeet Auklet,Aethia psittacula,North America,Geographic,North Pacific,658,"AUKS, MURRES & PUFFINS (25+ Species)"
Least Auklet,Aethia pusilla,North America,Geographic,Bering Sea,659,"AUKS, MURRES & PUFFINS (25+ Species)"
Whiskered Auklet,Aethia pygmaea,North America,Geographic,Aleutian Islands,660,"AUKS, MURRES & PUFFINS (25+ Species)"
Crested Auklet,Aethia cristatella,North America,Geographic,Bering Sea,661,"AUKS, MURRES & PUFFINS (25+ Species)"
Rhinoceros Auklet,Cerorhinca monocerata,North America,Geographic,Pacific coast,662,"AUKS, MURRES & PUFFINS (25+ Species)"
Atlantic Puffin,Fratercula arctica,North America,Geographic,North Atlantic,663,"AUKS, MURRES & PUFFINS (25+ Species)"
Horned Puffin,Fratercula corniculata,North America,Geographic,North Pacific,664,"AUKS, MURRES & PUFFINS (25+ Species)"
Tufted Puffin,Fratercula cirrhata,North America,Geographic,North Pacific,665,"AUKS, MURRES & PUFFINS (25+ Species)"
Rock Pigeon,Columba livia,North America,Geographic,Urban areas (Introduced),666,DOVES & PIGEONS (15+ Species)
Band-tailed Pigeon,Patagioenas fasciata,North America,Geographic,Mountain forests,667,DOVES & PIGEONS (15+ Species)
Red-billed Pigeon,Patagioenas flavirostris,North America,Geographic,South Texas,668,DOVES & PIGEONS (15+ Species)
Eurasian Collared-Dove,Streptopelia decaocto,North America,Geographic,Urban/suburban (Introduced),669,DOVES & PIGEONS (15+ Species)
Spotted Dove,Spilopelia chinensis,North America,Geographic,Urban California (Introduced),670,DOVES & PIGEONS (15+ Species)
Oriental Turtle-Dove,Streptopelia orientalis,North America,Geographic,Alaska vagrant,671,DOVES & PIGEONS (15+ Species)
White-winged Dove,Zenaida asiatica,North America,Geographic,Desert/suburban,672,DOVES & PIGEONS (15+ Species)
Zenaida Dove,Zenaida aurita,North America,Geographic,Florida Keys vagrant,673,DOVES & PIGEONS (15+ Species)
Mourning Dove,Zenaida macroura,North America,Geographic,Open areas,674,DOVES & PIGEONS (15+ Species)
Passenger Pigeon,Ectopistes migratorius,North America,Geographic,Extinct (1914),675,DOVES & PIGEONS (15+ Species)
Inca Dove,Columbina inca,North America,Geographic,Desert towns,676,DOVES & PIGEONS (15+ Species)
Common Ground-Dove,Columbina passerina,North America,Geographic,Open areas,677,DOVES & PIGEONS (15+ Species)
Ruddy Ground-Dove,Columbina talpacoti,North America,Geographic,South Texas,678,DOVES & PIGEONS (15+ Species)
White-tipped Dove,Leptotila verreauxi,North America,Geographic,South Texas,679,DOVES & PIGEONS (15+ Species)
Key West Quail-Dove,Geotrygon chrysia,North America,Geographic,Florida Keys vagrant,680,DOVES & PIGEONS (15+ Species)
Ruddy Quail-Dove,Geotrygon montana,North America,Geographic,South Texas vagrant,681,DOVES & PIGEONS (15+ Species)
Yellow-billed Cuckoo,Coccyzus americanus,North America,Geographic,Deciduous forests,682,CUCKOOS & ALLIES (8+ Species)
Mangrove Cuckoo,Coccyzus minor,North America,Geographic,Mangrove swamps,683,CUCKOOS & ALLIES (8+ Species)
Black-billed Cuckoo,Coccyzus erythropthalmus,North America,Geographic,Dense thickets,684,CUCKOOS & ALLIES (8+ Species)
Common Cuckoo,Cuculus canorus,North America,Geographic,Alaska vagrant,685,CUCKOOS & ALLIES (8+ Species)
Oriental Cuckoo,Cuculus optatus,North America,Geographic,Alaska vagrant,686,CUCKOOS & ALLIES (8+ Species)
Smooth-billed Ani,Crotophaga ani,North America,Geographic,Florida,687,CUCKOOS & ALLIES (8+ Species)
Groove-billed Ani,Crotophaga sulcirostris,North America,Geographic,South Texas,688,CUCKOOS & ALLIES (8+ Species)
Greater Roadrunner,Geococcyx californianus,North America,Geographic,Desert/arid areas,689,CUCKOOS & ALLIES (8+ Species)
Monk Parakeet,Myiopsitta monachus,North America,Geographic,Urban areas (Introduced),690,PARROTS (7+ Species)
Green Parakeet,Psittacara holochlorus,North America,Geographic,South Texas,691,PARROTS (7+ Species)
Mitred Parakeet,Psittacara mitratus,North America,Geographic,Urban California (Introduced),692,PARROTS (7+ Species)
Red-crowned Parrot,Amazona viridigenalis,North America,Geographic,Urban Texas (Introduced),693,PARROTS (7+ Species)
Yellow-headed Parrot,Amazona oratrix,North America,Geographic,Urban California (Introduced),694,PARROTS (7+ Species)
Lilac-crowned Parrot,Amazona finschi,North America,Geographic,Urban California (Introduced),695,PARROTS (7+ Species)
Thick-billed Parrot,Rhynchopsitta pachyrhyncha,North America,Geographic,Arizona mountains (Extirpated),696,PARROTS (7+ Species)
Lesser Nighthawk,Chordeiles acutipennis,North America,Geographic,Desert/arid areas,697,NIGHTJARS & ALLIES (10+ Species)
Common Nighthawk,Chordeiles minor,North America,Geographic,Open areas,698,NIGHTJARS & ALLIES (10+ Species)
Antillean Nighthawk,Chordeiles gundlachii,North America,Geographic,Florida Keys,699,NIGHTJARS & ALLIES (10+ Species)
Common Pauraque,Nyctidromus albicollis,North America,Geographic,South Texas,700,NIGHTJARS & ALLIES (10+ Species)
Common Poorwill,Phalaenoptilus nuttallii,North America,Geographic,Arid areas,701,NIGHTJARS & ALLIES (10+ Species)
Chuck-will's-widow,Antrostomus carolinensis,North America,Geographic,Southern forests,702,NIGHTJARS & ALLIES (10+ Species)
Eastern Whip-poor-will,Antrostomus vociferus,North America,Geographic,Eastern forests,703,NIGHTJARS & ALLIES (10+ Species)
Mexican Whip-poor-will,Antrostomus arizonae,North America,Geographic,Mountain pine-oak,704,NIGHTJARS & ALLIES (10+ Species)
Gray Nightjar,Caprimulgus jotaka,North America,Geographic,Alaska vagrant,705,NIGHTJARS & ALLIES (10+ Species)
Buff-collared Nightjar,Antrostomus ridgwayi,North America,Geographic,Arizona mountains,706,NIGHTJARS & ALLIES (10+ Species)
Black Swift,Cypseloides niger,North America,Geographic,Mountain cliffs,707,SWIFTS (5+ Species)
White-collared Swift,Streptoprocne zonaris,North America,Geographic,South Texas vagrant,708,SWIFTS (5+ Species)
Chimney Swift,Chaetura pelagica,North America,Geographic,Urban/suburban,709,SWIFTS (5+ Species)
Vaux's Swift,Chaetura vauxi,North America,Geographic,Old-growth forests,710,SWIFTS (5+ Species)
White-throated Swift,Aeronautes saxatalis,North America,Geographic,Rocky areas,711,SWIFTS (5+ Species)
Common Swift,Apus apus,North America,Geographic,Alaska vagrant,712,SWIFTS (5+ Species)
Fork-tailed Swift,Apus pacificus,North America,Geographic,Alaska vagrant,713,SWIFTS (5+ Species)
Mexican Violetear,Colibri thalassinus,North America,Geographic,South Texas vagrant,714,HUMMINGBIRDS (20+ Species)
Rivoli's Hummingbird,Eugenes fulgens,North America,Geographic,Mountain pine-oak,715,HUMMINGBIRDS (20+ Species)
Blue-throated Mountain-gem,Lampornis clemenciae,North America,Geographic,Mountain canyons,716,HUMMINGBIRDS (20+ Species)
Lucifer Hummingbird,Calothorax lucifer,North America,Geographic,Desert mountains,717,HUMMINGBIRDS (20+ Species)
Ruby-throated Hummingbird,Archilochus colubris,North America,Geographic,Eastern forests,718,HUMMINGBIRDS (20+ Species)
Black-chinned Hummingbird,Archilochus alexandri,North America,Geographic,Western mountains,719,HUMMINGBIRDS (20+ Species)
Anna's Hummingbird,Calypte anna,North America,Geographic,Chaparral/gardens,720,HUMMINGBIRDS (20+ Species)
Costa's Hummingbird,Calypte costae,North America,Geographic,Desert,721,HUMMINGBIRDS (20+ Species)
Bumblebee Hummingbird,Atthis heloisa,North America,Geographic,Arizona vagrant,722,HUMMINGBIRDS (20+ Species)
Calliope Hummingbird,Selasphorus calliope,North America,Geographic,Mountain meadows,723,HUMMINGBIRDS (20+ Species)
Rufous Hummingbird,Selasphorus rufus,North America,Geographic,Mountain/coastal,724,HUMMINGBIRDS (20+ Species)
Allen's Hummingbird,Selasphorus sasin,North America,Geographic,Coastal California,725,HUMMINGBIRDS (20+ Species)
Broad-tailed Hummingbird,Selasphorus platycercus,North America,Geographic,Mountain meadows,726,HUMMINGBIRDS (20+ Species)
Broad-billed Hummingbird,Cynanthus latirostris,North America,Geographic,Desert streams,727,HUMMINGBIRDS (20+ Species)
White-eared Hummingbird,Hylocharis leucotis,North America,Geographic,Mountain pine-oak,728,HUMMINGBIRDS (20+ Species)
Berylline Hummingbird,Amazilia beryllina,North America,Geographic,Arizona mountains,729,HUMMINGBIRDS (20+ Species)
Buff-bellied Hummingbird,Amazilia yucatanensis,North America,Geographic,South Texas,730,HUMMINGBIRDS (20+ Species)
Violet-crowned Hummingbird,Amazilia violiceps,North America,Geographic,Desert streams,731,HUMMINGBIRDS (20+ Species)
Green-breasted Mango,Anthracothorax prevostii,North America,Geographic,South Texas vagrant,732,HUMMINGBIRDS (20+ Species)
Cuban Emerald,Chlorostilbon ricordii,North America,Geographic,Florida vagrant,733,HUMMINGBIRDS (20+ Species)
Belted Kingfisher,Megaceryle alcyon,North America,Geographic,Near water,734,KINGFISHERS (3 Species)
Ringed Kingfisher,Megaceryle torquata,North America,Geographic,South Texas rivers,735,KINGFISHERS (3 Species)
Green Kingfisher,Chloroceryle americana,North America,Geographic,South Texas streams,736,KINGFISHERS (3 Species)
Lewis's Woodpecker,Melanerpes lewis,North America,Geographic,Oak woodlands,737,WOODPECKERS (25+ Species)
Red-headed Woodpecker,Melanerpes erythrocephalus,North America,Geographic,Open woodlands,738,WOODPECKERS (25+ Species)
Acorn Woodpecker,Melanerpes formicivorus,North America,Geographic,Oak woodlands,739,WOODPECKERS (25+ Species)
Gila Woodpecker,Melanerpes uropygialis,North America,Geographic,Desert,740,WOODPECKERS (25+ Species)
Golden-fronted Woodpecker,Melanerpes aurifrons,North America,Geographic,South Texas,741,WOODPECKERS (25+ Species)
Red-bellied Woodpecker,Melanerpes carolinus,North America,Geographic,Eastern forests,742,WOODPECKERS (25+ Species)
Williamson's Sapsucker,Sphyrapicus thyroideus,North America,Geographic,Mountain conifers,743,WOODPECKERS (25+ Species)
Yellow-bellied Sapsucker,Sphyrapicus varius,North America,Geographic,Mixed forests,744,WOODPECKERS (25+ Species)
Red-naped Sapsucker,Sphyrapicus nuchalis,North America,Geographic,Mountain forests,745,WOODPECKERS (25+ Species)
Red-breasted Sapsucker,Sphyrapicus ruber,North America,Geographic,Coniferous forests,746,WOODPECKERS (25+ Species)
Great Spotted Woodpecker,Dendrocopos major,North America,Geographic,Alaska vagrant,747,WOODPECKERS (25+ Species)
American Three-toed Woodpecker,Picoides dorsalis,North America,Geographic,Boreal forests,748,WOODPECKERS (25+ Species)
Black-backed Woodpecker,Picoides arcticus,North America,Geographic,Boreal forests,749,WOODPECKERS (25+ Species)
Downy Woodpecker,Dryobates pubescens,North America,Geographic,Woodlands,750,WOODPECKERS (25+ Species)
Nuttall's Woodpecker,Dryobates nuttallii,North America,Geographic,California oak,751,WOODPECKERS (25+ Species)
Ladder-backed Woodpecker,Dryobates scalaris,North America,Geographic,Desert,752,WOODPECKERS (25+ Species)
Red-cockaded Woodpecker,Dryobates borealis,North America,Geographic,Pine forests (Endangered),753,WOODPECKERS (25+ Species)
Hairy Woodpecker,Dryobates villosus,North America,Geographic,Mature forests,754,WOODPECKERS (25+ Species)
White-headed Woodpecker,Dryobates albolarvatus,North America,Geographic,Pine forests,755,WOODPECKERS (25+ Species)
Arizona Woodpecker,Dryobates arizonae,North America,Geographic,Pine-oak mountains,756,WOODPECKERS (25+ Species)
Gilded Flicker,Colaptes chrysoides,North America,Geographic,Sonoran Desert,757,WOODPECKERS (25+ Species)
Northern Flicker,Colaptes auratus,North America,Geographic,Open woodlands,758,WOODPECKERS (25+ Species)
Pileated Woodpecker,Dryocopus pileatus,North America,Geographic,Mature forests,759,WOODPECKERS (25+ Species)
Cuban Flicker,Colaptes fernandinae,North America,Geographic,Florida vagrant,760,WOODPECKERS (25+ Species)
Ivory-billed Woodpecker,Campephilus principalis,North America,Geographic,Possibly extinct,761,WOODPECKERS (25+ Species)
Hawaiian Goose (Nēnē),Branta sandvicensis,North America,Geographic,Hawaii (Endemic),762,Hawaiian Endemics (30+ Species)
Laysan Duck,Anas laysanensis,North America,Geographic,Laysan Island (Endemic),763,Hawaiian Endemics (30+ Species)
Hawaiian Hawk ('Io),Buteo solitarius,North America,Geographic,Hawaii Big Island (Endemic),764,Hawaiian Endemics (30+ Species)
Hawaiian Stilt (Ae'o),Himantopus knudseni,North America,Geographic,Hawaii (Endemic),765,Hawaiian Endemics (30+ Species)
Hawaiian Coot (Alae ke'oke'o),Fulica alai,North America,Geographic,Hawaii (Endemic),766,Hawaiian Endemics (30+ Species)
Hawaiian Gallinule (Alae 'ula),Gallinula galeata sandvicensis,North America,Geographic,Hawaii (Endemic),767,Hawaiian Endemics (30+ Species)
Hawaiian Petrel (Ua'u),Pterodroma sandwichensis,North America,Geographic,Hawaii (Endemic),768,Hawaiian Endemics (30+ Species)
Newell's Shearwater (A'o),Puffinus newelli,North America,Geographic,Hawaii (Endemic),769,Hawaiian Endemics (30+ Species)
Band-rumped Storm-Petrel (Akē'akē),Oceanodroma castro,North America,Geographic,Hawaii (Endemic),770,Hawaiian Endemics (30+ Species)
Red-footed Booby ('A),Sula sula,North America,Geographic,Hawaii,771,Hawaiian Endemics (30+ Species)
Masked Booby ('A),Sula dactylatra,North America,Geographic,Hawaii,772,Hawaiian Endemics (30+ Species)
Brown Booby ('A),Sula leucogaster,North America,Geographic,Hawaii,773,Hawaiian Endemics (30+ Species)
Red-tailed Tropicbird (Koa'e kea),Phaethon rubricauda,North America,Geographic,Hawaii,774,Hawaiian Endemics (30+ Species)
White-tailed Tropicbird (Koa'e kea),Phaethon lepturus,North America,Geographic,Hawaii,775,Hawaiian Endemics (30+ Species)
Great Frigatebird ('Iwa),Fregata minor,North America,Geographic,Hawaii,776,Hawaiian Endemics (30+ Species)
Hawaiian Crow (Alauahio),Corvus hawaiiensis,North America,Geographic,Hawaii (Extinct in wild),777,Hawaiian Endemics (30+ Species)
Omao,Myadestes obscurus,North America,Geographic,Hawaii Big Island (Endemic),778,Hawaiian Endemics (30+ Species)
Puaiohi,Myadestes palmeri,North America,Geographic,Kauai (Endemic),779,Hawaiian Endemics (30+ Species)
Millerbird,Acrocephalus familiaris,North America,Geographic,Hawaiian Islands (Endemic),781,Hawaiian Endemics (30+ Species)
Iiwi,Drepanis coccinea,North America,Geographic,Hawaii (Endemic),783,Hawaiian Endemics (30+ Species)
Hawaii Amakihi,Chlorodrepanis virens,North America,Geographic,Hawaii (Endemic),784,Hawaiian Endemics (30+ Species)
Apapane,Himatione sanguinea,North America,Geographic,Hawaii (Endemic),785,Hawaiian Endemics (30+ Species)
Akiapolaau,Hemignathus wilsoni,North America,Geographic,Hawaii Big Island (Endemic),786,Hawaiian Endemics (30+ Species)
Anianiau,Magumma parva,North America,Geographic,Kauai (Endemic),787,Hawaiian Endemics (30+ Species)
Palila,Loxioides bailleui,North America,Geographic,Hawaii Big Island (Endemic),788,Hawaiian Endemics (30+ Species)
Maui Parrotbill,Pseudonestor xanthophrys,North America,Geographic,Maui (Endemic),789,Hawaiian Endemics (30+ Species)
Po'ouli,Melamprosops phaeosoma,North America,Geographic,Maui (Extinct 2004),790,Hawaiian Endemics (30+ Species)
Akekee,Loxops caeruleirostris,North America,Geographic,Kauai (Endemic),791,Hawaiian Endemics (30+ Species)
Emperor Goose,Anser canagicus,North America,Geographic,Alaska,792,Alaskan Specialties (50+ Species)
Spectacled Eider,Somateria fischeri,North America,Geographic,Alaska,793,Alaskan Specialties (50+ Species)
Steller's Eider,Polysticta stelleri,North America,Geographic,Alaska,794,Alaskan Specialties (50+ Species)
King Eider,Somateria spectabilis,North America,Geographic,Alaska/Arctic,795,Alaskan Specialties (50+ Species)
Gyrfalcon,Falco rusticolus,North America,Geographic,Alaska/Arctic,796,Alaskan Specialties (50+ Species)
Snowy Owl,Bubo scandiacus,North America,Geographic,Alaska/Arctic,797,Alaskan Specialties (50+ Species)
Great Gray Owl,Strix nebulosa,North America,Geographic,Alaska/Boreal,798,Alaskan Specialties (50+ Species)
Northern Hawk Owl,Surnia ulula,North America,Geographic,Alaska/Boreal,799,Alaskan Specialties (50+ Species)
Boreal Owl,Aegolius funereus,North America,Geographic,Alaska/Boreal,800,Alaskan Specialties (50+ Species)
